number;name;stereotype
81;Legenda;subkind
81;Termo de Registro de Ocorrência;kind
81;Sinalização Horizontal;subkind
81;Seção Componente;subkind
81;Responsável pela Verificação de TRO;role
81;Tema;datatype
81;Atendimento para Primeiros Socorros;relator
81;InPreTe Utilizada como Base;role
81;Interventor Conveniado;role
81;Imposto;kind
81;Sócio;roleMixin
81;Primo;role
81;Pessoa Jurídica;kind
81;Anexo;kind
81;Agente;subkind
81;Medida Administrativa Prevista;mode
81;Fretamento;kind
81;Livro;collective
81;Sistema de Drenagem com Defeito;phase
81;Fiscalização de VP de Operadora de Rodovia;relator
81;Artigo de Inclusão;subkind
81;Via Lacustre;subkind
81;Líder de Equipe de Fiscalização;role
81;Área Regulada;kind
81;Autor de Reclamação;role
81;Infração Prevista;kind
81;Dotação Orçamentária;mode
81;Comprador de Ativo;roleMixin
81;Defeito na Faixa de Domínio;mode
81;Poder Público;kind
81;Artigo Componente de Seção;subkind
81;Responsável por Serviço Delegado;role
81;Acionista Votante;roleMixin
81;Pavimento Rodoviário com Defeito;phase
81;PAAIAP em Aberto;phase
81;Livro Componente;subkind
81;Infraestrutura de Ponte;kind
81;Serviço;kind
81;Trecho Rodoviário Concedido com Serviço;role
81;Defeito na Drenagem;mode
81;Item de Canteiro Central e Faixa de Domínio;subkind
81;Balança Móvel;subkind
81;Item de Obras de Arte Especiais;subkind
81;Licenciamento Ambiental;relator
81;Interventor Poder Público;role
81;Venda de Ativo;relator
81;Lei Delegada;subkind
81;Autorizatária;role
81;Desapropriação;relator
81;Contrato;kind
81;Rodovia Local;subkind
81;Solicitação de Modelo;relator
81;Defeito na Balança;mode
81;Trecho Pista Tripla;phase
81;Exploração de Acesso;relator
81;Encadeamento;kind
81;Termo de Ajuste de Conduta;kind
81;Responsável por Adiantamento;roleMixin
81;Buraco;mode
81;Atendimento Rodoviário;relator
81;Fax de Manifestação;role
81;Agência Reguladora Autorizatária de Obra;role
81;Ação Ordinária;subkind
81;Proprietário de Veículo;roleMixin
81;Atividade Extraordinária;relator
81;Assunto da Manifestação;mode
81;Veículo Administrativo;subkind
81;Entrada em Vigência de Inclusão;relator
81;Procedimento Executivo;kind
81;Seção Simples;subkind
81;Equipe de Fiscalização;kind
81;Infrator;roleMixin
81;Preâmbulo;kind
81;Artigo Composto por Parágrafos;subkind
81;Epígrafe;kind
81;Trecho em Obra de Duplicação;phase
81;Ocorrência de Transporte;mode
81;Fiscalização Relativa à Prestação;relator
81;Infrator com RG;role
81;Solicitante;roleMixin
81;Artigo Legal;subkind
81;Atividade Não Operacional;relator
81;Infração Legal;subkind
81;Artigo Legal com Infração Definida;subkind
81;Lote Ferroviário;kind
81;Pista de Rolamento Multipista;subkind
81;Extinção da Concessão Não Indenizável;relator
81;Objetivo da Outorga;mode
81;Projeto Básico;kind
81;Expedidor;roleMixin
81;Estrado;kind
81;Fiscal Conveniado;subkind
81;Recibo de TRO da Concessionária;mode
81;PAAIAP com TAC;subkind
81;Rescisão;mode
81;Trecho Rodoviário Lógico;kind
81;Defeito de Trecho Rodoviário;mode
81;Área da União;phase
81;Fiança Bancária;kind
81;Contrato de Receita Extraodrinária;subkind
81;Correção Emergencial;subkind
81;Rodovia Estadual;subkind
81;Licença de Operação;subkind
81;Obra Não Iniciada;phase
81;Fiscalização de VP de Operadora do Meio de Pagamento;relator
81;Saída de Pista;relator
81;Receita Acessória;relator
81;Matriz;role
81;Atividade da Cabine;mode
81;Ativo Amortizado;phase
81;Marca de Delimitação;subkind
81;Condição Climática;datatype
81;Via;category
81;Solicitação de Compra;relator
81;PAAIAP;kind
81;Fiscalização de Plataforma;relator
81;Ato Normativo;kind
81;Título;collective
81;Tipo de Produto;datatype
81;Obra Recebida;role
81;Infração Prevista com MA;subkind
81;Execução de Serviço;relator
81;Item de Sistema Elétrico e de Iluminação;subkind
81;Fiscalização Apurativa;relator
81;Fonte de Receita Rodoviária;relator
81;Terreno Explorado;role
81;Pagamento;relator
81;Fiscalização Apurativa e Punitiva;relator
81;Terreno Alugado;subkind
81;Decreto;subkind
81;Praça de Pedágio;subkind
81;Órgão Conveniado;role
81;Produtor de Serviço;role
81;Revisão Ordinária Ensejada por Receita Extraordinária;role
81;Unidade de Medida;enumeration
81;Termo de Cessão de Bens;kind
81;Faixa de Domínio com Defeito;phase
81;Provimento de Serviço;relator
81;Bem Construído;category
81;Concessionária Ferroviária;subkind
81;Comprador;roleMixin
81;Trecho Lógico Federal;subkind
81;VAA em Atendimento;role
81;Trabalhos ao Longo da Concessão;phase
81;Infração Leve;subkind
81;Artigo Componente de Capítulo;subkind
81;Área Simples;subkind
81;Veículo Rodoviário Atendido;role
81;Cotação;relator
81;Posse de Ação;relator
81;Responsável Técnico;role
81;Entidade Pública Cedente;role
81;Inconformidade;mode
81;Ativo Investimento;mixin
81;Parecer Técnico Sobre Obra;role
81;Imposto sobre Resultado;subkind
81;Fornecedor de Compra;roleMixin
81;Infração Prevista de Transporte;subkind
81;Outorgado;mixin
81;Obra de Reparação;subkind
81;Inciso;kind
81;Garantia em Caução;kind
81;Autorizatária Especial;role
81;Delegação;relator
81;Ementa;kind
81;Cruzamento Esconso;subkind
81;Via Terrestre;category
81;Autuação Proveniente de TRO;relator
81;Lote Rodoviário;collective
81;GL em Atendimento;role
81;Via de Tráfego Rodoviário;kind
81;Balança Fixa Estática;subkind
81;Trecho Rodoviário em Obra;role
81;Escalonamento;mode
81;Ponte em Laje;subkind
81;Autuação de Transporte;relator
81;Elemento de Discriminação;category
81;Superestrutura de Ponte;kind
81;Item do PER;kind
81;Bem Operacional Comprado Imobilizado;role
81;Área Protegida;phase
81;Tarifa de Pedágio Reajustada;role
81;Medida Administrativa;mode
81;Alínea Simples;subkind
81;PFR Fiscalizador;role
81;Pagamento de Pedágio;relator
81;Convênio de Realização de Obra;relator
81;Tio-avô;role
81;Remoção de Veículo;mode
81;Trecho Pavimentado;phase
81;Acidente de Trânsito;relator
81;Solicitação;relator
81;Cor;datatype
81;Manifestação Com Localização;relator
81;Cláusula Contratual;kind
81;PAAI de Transporte;subkind
81;Entidade Responsável por Extinção;role
81;Parente em Linha Colateral;role
81;Centro de Controle Operacional;subkind
81;Túnel;kind
81;Item de Operação;subkind
81;Convênio de Aquisição;relator
81;Imóvel Edificado Comprado Imobilizado;role
81;Objetivo de Fiscalização;mode
81;Arrendamento Financeiro Intangível;relator
81;Bem Operacional Explorado;role
81;Drenagem do Pavimento;subkind
81;Item de Elemento de Proteção e Segurança;subkind
81;Elemento Original;category
81;Base Operacional;subkind
81;Posto da PRF;subkind
81;Imposto Estadual;subkind
81;PPV Fiscalizador;role
81;Rodovia Transversal;subkind
81;Certidão de Nascimento;relator
81;Via Marginal;subkind
81;Sinalização Rodoviária com Defeito;phase
81;Cessão de Bens;relator
81;Produto;category
81;CSLL;subkind
81;Pagamento de Imposto sobre Serviço;relator
81;Bem Cedido;category
81;Melhoria Física e Operacional;subkind
81;Decreto Autônomo;subkind
81;Infração Graduada por Grupo;subkind
81;Fiscalização de TRC;relator
81;Veículo Rodoviário Rebocado;subkind
81;Recebimento de Obra;relator
81;Receita de Aplicações Financeiras;relator
81;Rodovia Diagonal;subkind
81;Infração Contratual;subkind
81;Imóvel Edificado Alugado;subkind
81;Outorgante;role
81;Assentamento;mode
81;Pavimento Rodoviário;quantity
81;Artigo Simples;subkind
81;Financiamento;relator
81;Choque com Veículo Estacionado;relator
81;Empresa Originária de Licitação;mixin
81;Execução de Serviço em Rodovia Programado;relator
81;Classe da Rodovia;enumeration
81;Modificação de ElementoRodoviário;relator
81;Balança Fixa;subkind
81;Seguro de Danos Materiais;relator
81;Fiscalização em Terminal Sem PFA;relator
81;Elemento Modificado;category
81;Rodovia Municipal;subkind
81;Ponte em Viga;subkind
81;Advertência;mode
81;Linha de Ônibus Outorgada;role
81;Meta da Concessão;mode
81;Carta de Manifestação;role
81;Terreno Arrendado Explorado;role
81;Obra Conveniada;role
81;Valor Monetário;datatype
81;Cabine de Pedágio Automática;subkind
81;Bem Operacional Imobilizado;role
81;IR;subkind
81;Carta;kind
81;Multa;mode
81;Órgão Público sem CNPJ;kind
81;Compra Solicitada;relator
81;Separador Rígido;subkind
81;Curva;kind
81;Interseção Ferroviária;subkind
81;Elemento Componente de Ato Normativo;category
81;Parte Múltipla;subkind
81;Ondulação;mode
81;Condicional por VDM ou Prazo;subkind
81;Colisão Lateral;relator
81;Obra de Construção;subkind
81;Autorizatária de TRIIP por Fretamento;role
81;Imóvel em Área de Interesse Público;roleMixin
81;Fiscalização;relator
81;Solo;quantity
81;Concessão Rodoviária Extinta;role
81;Parte;collective
81;Órgão;category
81;Parte Dupla;subkind
81;Outorga de Concessão;relator
81;Medição de Altura;relator
81;Terminal Rodoviário sem PFA;subkind
81;Área Destinada a Reforma Agrária;phase
81;Destaque Orçamentário e Financeiro;mode
81;Trecho Rodoviário em Lote;role
81;Fiscalização em Rodovia;relator
81;Avaliação de Imóvel;relator
81;Área Composta;subkind
81;Fiscal_2;role
81;Parágrafo Vetado;subkind
81;Item Condicional;subkind
81;Fiscalização de RNTRC;relator
81;Bem Operacional Cedido;subkind
81;Empresa com Reserva;role
81;Trecho Rodoviário Físico Ideal;phase
81;Bem Material;category
81;Trecho Rodoviário Concedido;role
81;Emissora de Debênture;role
81;Fiscalização de Terminal;relator
81;Faixa de Acostamento;subkind
81;Serviço Executado;role
81;Trecho Implantado;phase
81;Parada de Ônibus;kind
81;Veículo Rodoviário Automotor;subkind
81;Concessionária Rodoviária Solicitada;role
81;Bem Operacional Arrendado Imobilizado;role
81;Coordenada Geográfica;datatype
81;Artigo de Alteração;subkind
81;Fiscal Conveniado_2;subkind
81;Posto de Pesagem Veicular;subkind
81;Componente Rodoviário Modificado em Concessão;roleMixin
81;Ponte Ferroviária;subkind
81;Capítulo Componente;subkind
81;Notificação do Infrator;kind
81;Garantia em Dinheiro;kind
81;Trecho Plataforma;phase
81;Variante;subkind
81;Sinalização por Placa;subkind
81;Serviço de Operação;subkind
81;Ponte em Caixão;subkind
81;Via de Tráfego Ferroviário;kind
81;Inciso Componente de Artigo;subkind
81;Sarjeta;kind
81;PFA;kind
81;Veículo Contado;role
81;Obra da Concessão;category
81;Item de Sistema de Drenagem e Obra de Arte Corrente;subkind
81;Quebra;mode
81;Símbolo;subkind
81;Fiscalização Indireta Autuadora;relator
81;Estimativa de Receita;mode
81;Cotação em CA;relator
81;Pavimento Flexível;subkind
81;Motoneta;subkind
81;Classe de Bem Material;datatype
81;Cotação Agrupada;relator
81;Atividade Financeira;relator
81;Parente de 3º Grau;role
81;Interventor Concessionária;role
81;Operadora de Meio de Pagamento;subkind
81;Manifestante;roleMixin
81;Artigo Ordinário;subkind
81;Call Box;kind
81;Ativo Explorado;mixin
81;Responsável pela Lavratura de TRO;role
81;Transbordo;mode
81;Interseção em Nível;subkind
81;Outorga com Licitação;relator
81;Empresa;subkind
81;Monitoração da Rodovia;subkind
81;Ação como Ativo;role
81;Área Quilombola;phase
81;Apólice de Seguro;kind
81;Terreno Comprado Explorado;role
81;Sobrinho-neto;role
81;Outorga de Concessão Ferroviária;relator
81;Pagamento de Compra de Produto;relator
81;Componente de Iluminação;kind
81;Serviço com Intervenção;subkind
81;Anulação do Contrato;relator
81;Obra de Arte Corrente Linear;category
81;Regramento de Área;collective
81;Ponte Estaiada;subkind
81;VI em Atendimento;role
81;Fiscalização de Excesso de Peso;relator
81;Extinção da Concessão Indenizável;relator
81;Drenagem Superficial;subkind
81;Degradação;mode
81;Fiscalização Orientativa;relator
81;Vendedor;roleMixin
81;Ativo Depreciado;phase
81;Terreno Arrendado;subkind
81;Serviço de Recuperação;subkind
81;PA Ordinário;subkind
81;Conservação Corretiva Rotineira;subkind
81;Obra com Desapropriação;role
81;Acidente de Trânsito com Atendimento;relator
81;Agravante;mode
81;Apreensão de Animais;relator
81;ETRP Autorizatária em RE;role
81;Via Marítima;subkind
81;ATe por N. Infração Iniciada por TAC;relator
81;Contrato de Convênio;subkind
81;Ação;kind
81;Infrator por InPraTe com TRO;role
81;Estatuto Social;relator
81;Memorial Descritivo do Local;kind
81;Recuperação da Rodovia;subkind
81;Terreno Imobilizado;role
81;Elemento Revogado;roleMixin
81;Infração Prevista de Trânsito;subkind
81;Via Aquática;kind
81;Fiscal em Fiscalização Individual;role
81;Trecho Rodoviário Físico;kind
81;Empresa Limitada;role
81;Decreto Legislativo;subkind
81;Pavimento Rodoviário Ideal;phase
81;Sistema de Drenagem;kind
81;Inscrição no Pavimento;subkind
81;Veículo de Primeiros Socorros;subkind
81;Elemento Incluído;roleMixin
81;Balança;kind
81;Obra Paralisada;phase
81;ISSQN;subkind
81;Obra com Licença Ambiental;role
81;Órgão Conveniado Fiscalizador;role
81;Compra por Licitação;relator
81;Assunto;datatype
81;Cláusula;kind
81;Serviço de Guincho;relator
81;Solicitação de Produto;relator
81;Trecho com Cooperação Técnica;role
81;Centro de Atendimento ao Usuário;subkind
81;Detector de Altura;kind
81;Serviço Delegado;role
81;Site com Manifestação;role
81;Fiscal Autuador;role
81;Ponto Espacial;kind
81;Posse de Quota;relator
81;Cotador;roleMixin
81;Veículo;category
81;Balança Fixa Dinâmica;subkind
81;Infrator por InPraTe Concessionária;role
81;Delegação em Convênio de Manutenção;relator
81;Revisão da Tarifa Básica de Pedágio;kind
81;Área Pública;phase
81;Seguro de Obra;relator
81;Trecho Físico Estadual;subkind
81;Outorga Precedida de Obra Pública;relator
81;Automóvel;subkind
81;Trilha de Roda;mode
81;Veículo de Rodagem Dupla;subkind
81;Terreno Comprado Imobilizado;role
81;Muro;kind
81;Item de Compra;kind
81;Trecho Rodoviário Multipista;subkind
81;Trevo Completo;subkind
81;Decreto Regulamentar;subkind
81;Revisão da TBP com Revisão do PER;role
81;Atividade Ordinária;relator
81;Área Indígena;phase
81;Empréstimo;relator
81;Índice de Inflação;kind
81;Plano de Trabalho;kind
81;Posto de Fiscalização de OC;subkind
81;Trecho Rodoviário Físico com Atendimento;role
81;Pagamento de Imposto;relator
81;Item do PER Excluído;role
81;Reconhecimento de Paternidade;relator
81;Decisão Final com Penalidade;mode
81;Órgão Responsável por Fiscalização;role
81;Autorização para Cobrança de Pedágio;mode
81;Unidade de Conservação;phase
81;Infrator por InPraTe com TAC;role
81;Autor de Representação;roleMixin
81;Imóvel Edificado;kind
81;Fiscalização Direta;relator
81;Veículo de Rodagem Simples;subkind
81;Falência da Concessionária;relator
81;Representação;relator
81;Convênio em Concessão Rodoviária;relator
81;Inciso Componente de Parágrafo;subkind
81;Órgão Público;category
81;Defeito no Canteiro Central;mode
81;Infrator Reincidente;role
81;Ocorrência Originadora de TAC;mode
81;Rodovia Radial;subkind
81;Ambulância de Transporte;subkind
81;Investimento em Intangível;relator
81;Holding;role
81;Trecho Planejada Implantação;phase
81;Callbox com Manifestação;role
81;Título como Garantia;role
81;PAAI de Trânsito;subkind
81;Seguradora;subkind
81;Serviço de Manutenção Delegado;role
81;Linha de Ônibus Permissionada;role
81;Sinalização de Educação;subkind
81;Apreensão de Veículo;mode
81;Lote Ferroviário Concedido;role
81;Neto;role
81;Taxa de Juros;datatype
81;Transportador;roleMixin
81;Sugestão;relator
81;Recibo de AI da Concessionária;mode
81;Recuperação;phase
81;Fiscalização Constante;relator
81;Cassação;mode
81;Formulário de Reclamação;kind
81;Autorização Especial;subkind
81;Fiscalização Individual;relator
81;Central de Atendimento com Manifestação;role
81;Terreno Arrendado Imobilizado;role
81;Manifestação de Usuário de Rodovia;relator
81;Autor de ATe por N. de Infração;role
81;Empresa Participante em Consórcio;role
81;Autor de ATe por N. do Infrator;role
81;Obra com Inexecução;role
81;Bem Imóvel;category
81;Viatura de Inspeção de Tráfego;subkind
81;VPS em Atendimento;role
81;Provedor de Serviço;mixin
81;Caminhão-Irrigadeira;subkind
81;COFINS;subkind
81;Pista de Rolamento;kind
81;Item Obrigatório;subkind
81;Município;kind
81;Trevo;subkind
81;Concessionária Rodoviária Convenente;role
81;Faixa de Rolamento;kind
81;Empresa com AFAC;role
81;Fissura;mode
81;Rodovia Coletora;subkind
81;ATe por Lavratura de AI;relator
81;Escada;kind
81;Decreto Presidencial de Desapropriação de Imóvel;subkind
81;Serviço de Melhoramento;subkind
81;Exploração de Faixa de Domínio sem Receita;relator
81;Terreno Cedido;subkind
81;Acesso;subkind
81;Objeto Fiscalizado;mixin
81;Concessionária Rodoviária Compradora;role
81;Bem Segurado;roleMixin
81;Ponte Suspensa;subkind
81;Parente de 1º Grau;role
81;ETRP de Fretamento ET;role
81;Pagante;roleMixin
81;Contador de Veículo;subkind
81;Data Completa;datatype
81;Trinca;mode
81;Trecho de Concessão;collective
81;Modelo Cotado Coletivamente;role
81;Exploração de Publicidade;relator
81;Contrato de Prestação de ST Fiscalizado;role
81;Atividade Operacional;relator
81;Fiscalização de Guichê;relator
81;Indenização de Extinção de Concessão;relator
81;Exploração da Faixa de Domínio com Receita;relator
81;Compra de Bem;relator
81;Bem Operacional Alugado;subkind
81;Resolução da ANTT;subkind
81;Cabine de Pedágio Manual;subkind
81;Regramento de Subárea;collective
81;Modelo Solicitado;role
81;Rodovia com Fiscalização;role
81;Serviços de Auxílio aos Usuários;subkind
81;Cabine de Pedágio Inativa;phase
81;Serviço Executado em Concessão Rodoviária;role
81;Outorga de Autorização Especial;relator
81;Área Privada;phase
81;Base de Pavimento Rodoviário;quantity
81;Compra por Cotação;relator
81;Receita Complementar;relator
81;Infração Praticada com Agravante;subkind
81;Elemento Espacial;category
81;Autorização;kind
81;Parágrafo;kind
81;Outorga;relator
81;Arrendamento Operacional;relator
81;Veículo em Atendimento;role
81;Empresa SA Regular;role
81;Infração Praticada de Trânsito;subkind
81;Ativo Simples;subkind
81;Trecho Rodoviário com Acidente;role
81;Ponte Ideal;phase
81;Defeito no Pavimento;mode
81;Elemento Linear;category
81;Artigo Composto por Incisos;subkind
81;Produto Solicitado;role
81;Trecho Natural Implantação;phase
81;Exploração de FD com Projeto de Engenharia;relator
81;Programa de Exploração da Rodovia;kind
81;Resolução;subkind
81;Praça Bidirecional;subkind
81;Drenagem de Travessia Urbana;subkind
81;Caminhão Munck;subkind
81;Ativo Composto;subkind
81;Autuação com Prazo;relator
81;Conservação da Rodovia;subkind
81;Decisão Final;mode
81;Trecho Leito Natural;phase
81;Linha de Ônibus;kind
81;Fonte de Capital;roleMixin
81;Cabine de Pedágio Ativa;phase
81;Trecho Duplicado;phase
81;Abalroamento;relator
81;ATe por Notificação de Infração;relator
81;Marca Transversal;subkind
81;Contrato de Outorga;subkind
81;Resposta;mode
81;Faixa de Refúgio;subkind
81;Entidade Pública em CA Solicitante;role
81;Imóvel Edificado Arrendado;subkind
81;Receita de Convênio;relator
81;Imóvel Edificado Comprado Explorado;role
81;Faixa de Domínio Utilizada;role
81;Suspensão;mode
81;Via Aérea;kind
81;Emissão de Debênture;relator
81;Fiscalização por Denúncia;relator
81;Inciso Vetado;subkind
81;Área;kind
81;Elemento de Projeto de Engenharia de Faixa de Domínio;category
81;Outorga de Autorização Regular;relator
81;Bem Operacional Comprado;subkind
81;Receita Alternativa;relator
81;Fiscal;subkind
81;Obra de Arte Corrente Pontual;category
81;Arrendador Financeiro;roleMixin
81;Praça de Pedágio Autorizada;role
81;Item do PER Revisado;role
81;Convenente Responsável por Serviço Delegado;role
81;Agência Reguladora;subkind
81;Pavimento Rígido;subkind
81;PPV Móvel;subkind
81;Conservação Preventiva Períodica;subkind
81;Fiscalização Eventual;relator
81;Drenagem Subterrânea;subkind
81;Posto de Pedágio;subkind
81;Compra Intangível;relator
81;Reajuste de Tarifa de Pedágio;relator
81;Fiscalização de VP de Contrato;relator
81;Receita de Projeto Associado;relator
81;Artigo Vetado;subkind
81;Licença Prévia;subkind
81;Execução de Serviço em Rodovia;relator
81;Medida Provisória;subkind
81;Cotação Individual de Produto;relator
81;Sinalização Rodoviária;kind
81;Sinalização de Obra;subkind
81;Convênio;relator
81;Setor;collective
81;Trecho com Manutenção Conveniada;role
81;Elemento Pontual;category
81;Elemento de Utilidade Pública;category
81;Bem Operacional;kind
81;Defeito;mode
81;Ativo Vendido;mixin
82;Composed Section;subkind
82;Letter Discriminator;kind
82;Component Section;subkind
82;Revocation Clause;subkind
82;Article component of Chapter;subkind
82;Subsection;subkind
82;General Part;subkind
82;Paragraph;kind
82;Simple Article;subkind
82;Item;kind
82;Article composed of Item;subkind
82;Composed Item;subkind
82;Part;collective
82;Epigraph;kind
82;Simple Letter;subkind
82;Simple Item;subkind
82;Chapter composed by Article;subkind
82;Simple Section;subkind
82;Component Charter;subkind
82;Normative Act;kind
82;Letter;kind
82;Double Part;subkind
82;Composed Article;subkind
82;Special Part;subkind
82;Brief;kind
82;string;datatype
82;Chapter;collective
82;int;datatype
82;char;datatype
82;Ordinary Article;subkind
82;Book;collective
82;Article component of Section;subkind
82;Article composed of Paragraph;subkind
82;Preamble;kind
82;Composed Letter;subkind
82;Multiple Part;subkind
82;Article;kind
82;Component Chapter;subkind
82;Chapter composed by Section;subkind
82;Charter;collective
82;Component Book;subkind
82;Caput;kind
82;Section;collective
82;Item component of Article;subkind
82;Duration Clause;subkind
83;Hardware Resource Participation;event
83;Organizational Standard Process;type
83;Standard Activity;type
83;Artifact Creation;event
83;Scheduled Activity;mode
83;Method Workflow;type
83;Software Product;kind
83;Simple Method Activity;type
83;Information Item;kind
83;Agent;category
83;Hardware Resource;role
83;Hardware Type;type
83;Social Agent;category
83;Model;kind
83;Software Item;kind
83;General Intended Process;mode
83;Document;kind
83;Person Stakeholder;role
83;Procedure Participation;event
83;Scheduled Process;mode
83;Physical Agent;category
83;Method;kind
83;Software Resource Participation;event
83;Performed Organizational Process;event
83;Stakeholder Allocation;relator
83;Specific Standard Process;type
83;CASE Tool;subkind
83;Software Resource;role
83;Hybrid Standard Process;type
83;Artifact Participation;event
83;Process Universal;type
83;Standard Process;type
83;Hardware Equipment;kind
83;Project Process;mode
83;Artifact Usage;event
83;Composite Method Activity;type
83;Project Stakeholder;roleMixin
83;Simple Intended Activity;mode
83;Simple Standard Activity;type
83;Stakeholder;roleMixin
83;Performed General Process;event
83;Stakeholder Main Participation;event
83;Standard Process Definition Document;kind
83;Technique;kind
83;Performed Project Process;event
83;Organizational Intended Process;mode
83;Software Project;subkind
83;Software Product Type;type
83;Intended Activity;mode
83;Intended Process;mode
83;Team Stakeholder;role
83;Document Type;type
83;Artifact Change;event
83;Simple Artifact;category
83;Performed Process;event
83;Performed Composite Activity;event
83;Performed Simple Activity;event
83;Artifact Type;type
83;Project Standard Process;type
83;Artifact;category
83;Person;kind
83;Specific Intended Process;mode
83;Composite Intended Activity;mode
83;Procedure;category
83;Performed Activity;event
83;General Standard Process;type
83;Composite Standard Activity;type
83;Activity Universal;type
83;Document Template;kind
83;Performed Specific Process;event
83;Method Activity;type
83;Stakeholder Participation;event
83;Composite Artifact;category
83;Organization Stakeholder;role
83;Resource;roleMixin
84;Composed;subkind
84;Person;kind
84;Performed Activity;phase
84;Performed Schedule;mode
84;Resource Allocation;relator
84;Activity;kind
84;Human Resource;role
84;Planned Schedule;mode
84;Atomic;subkind
84;Financial Resource;role
84;Resource;roleMixin
84;Project;kind
84;Planned Activity;phase
84;Money;kind
85;CommunicativeCommitment;mode
85;IntentionInternalCommitment;mode
85;AppStore;mode
85;MailingList;mode
85;Words;kind
85;FeedbackChannel;mode
85;Sentence;kind
85;ArtificialAgent;kind
85;Communication;relator
85;FeedbackCollection;relator
85;Message;kind
85;FeedbackAnalyst;role
85;FeedbackClassification;relator
85;PerlocutionaryAct;mode
85;Video;subkind
85;Image;subkind
85;Receiver;roleMixin
85;Metadata;mode
85;Attachment;kind
85;Drawing;mode
85;Person;kind
85;OpenForum;mode
85;FeedbackCollector;role
85;CommunicativeAct;mode
85;Perception;mode
85;InterpretedIntention;mode
85;CommunicativeIntention;mode
85;PerformativeVerb;kind
85;AttachedInformation;mode
85;Agent;category
85;FeedbackProvider;role
85;MobileTechnology;mode
85;SharedDescription;role
85;PresentationFormat;enumeration
85;IssueTrackingSystem;mode
85;Sender;roleMixin
85;FeedbackClassified;role
85;IllocutionaryAct;mode
85;FeedbackDescription;kind
85;FeedbackType;enumeration
85;SoftwareApplication;kind
85;LocutionaryAct;mode
85;AnalysisTechnique;enumeration
85;FeedbackAnalyzed;role
85;Audio;subkind
85;FeedbackAnalysis;relator
85;Topic;mode
85;SpeechAct;mode
85;Gesture;mode
85;NonLinguisticAct;mode
86;:CataloguedResource DescriptorType;category
86;foaf:Agent;category
86;dcat:Resource;category
86;:AttributionRole;subkind
86;dcat:Distribution;mode
86;:CataloguedData DescriptorType;kind
86;dcat:Relationship;relator
86;skos:Concept;category
86;:Attribution RoleValue;datatype
86;ISO-19115-1_Value;datatype
86;:TargetDataset Type;role
86;dcat:Dataset;kind
86;dcat:Catalog;subkind
86;skos:ConceptScheme;category
86;:RelationRole Value;datatype
86;dcat:DataService;kind
86;:SourceDescriptor Type;roleMixin
86;:RelationRole;subkind
86;:Relation_isOwner;relator
86;IANA_relator_Value;datatype
86;dcat:Role;quality
86;dcat:CatalogRecord;relator
86;:DatasetDescriptorType;subkind
86;dcat:RelationShip;type
87;<Perpetrator> Perpetrator;roleMixin
87;<Legally Defined Human Rights Violation> Legally Defined Human Rights Violation;event
87;DEF-LocationTypeList;enumeration
87;DEF-ConfidentialityManagement;datatype
87;DEF-PersonRelationshipsTypeList;enumeration
87;<Organisation Member> Member;role
87;<Information Piece> Information Piece;kind
87;DEF-MonitoringIntentionList;enumeration
87;DEF-Timepoint;datatype
87;DEF-ConfirmedStatusList;enumeration
87;int;datatype
87;DEF-AgentType;enumeration
87;<UFO-B: Situation> Situation;situation
87;<Network Connection> Network Connection;relator
87;<Monitoring Process> Monitoring Process;kind
87;<UFO-B: Event> Event;event
87;DEF-HumanRightsStandardTypeList;enumeration
87;DEF-ContactDetails;datatype
87;DEF-ReligionList;enumeration
87;DEF-EthnicGroupList;enumeration
87;string;datatype
87;<Monitoring Event> Monitoring Event;event
87;<UFO-C: Agent> Agent;category
87;DEF-CivilStatusList;enumeration
87;DEF-SexualOrientationList;enumeration
87;<Site> Site;subkind
87;<Consequence For Agent> Consequence For Agent;situation
87;<Legal Process Relation> Legal Process Relation;relator
87;<Membership> Membership;relator
87;<Detained Person> Detained Person;role
87;<Victim> Victim;roleMixin
87;DEF-ConfidentialityConditionList;enumeration
87;<Official Legal Process> Official Legal Process;kind
87;DEF-ConfidentialityLevelList;enumeration
87;<Digital File> Digital File;kind
87;<Official Legal Record> Official Legal Record;kind
87;DEF-OwnerShipList;enumeration
87;DEF-OHCHRThematicIssue;enumeration
87;<Human Rights Instrument> Human Rights Instrument;kind
87;<UFO-C: Social Agent> Organisation OR Group;kind
87;<Person Relationship> Person Relationship;relator
87;DEF-InstrumentTypeList;enumeration
87;<Place> Place;kind
87;DEF-RoleTypeList;enumeration
87;<Natural Person> Person;kind
87;DEF-DateTime;datatype
87;<Human Rights Violation> Human Rights Violation;phase
87;DEF-MonitoringParticipationList;enumeration
87;boolean;datatype
87;<Detention Centre> Detention Centre;role
87;DEF-SexList;enumeration
87;<Causation> Causation;relator
87;DEF-Time;datatype
87;<Detained Group> Detained Group;role
87;<Human Rights Standard> Human Rights Standard;kind
87;DEF-ChannelList;enumeration
87;<Human Rights Mechanism> Human Rights Mechanism;subkind
87;DEF-CountryList;enumeration
87;<Monitoring Action Participant> Monitoring Event Participant;role
87;DEF-Date;datatype
87;<Detainment Conditions> Detainment Conditions;situation
88;Hypothesis;kind
88;Experiment;kind
88;Problem;kind
88;Location;kind
88;Group;collective
88;Goal;kind
88;Inductive;kind
88;Reference;kind
88;EndDate;datatype
88;Reasoning;mode
88;Theoretical;mode
