name;stereotype;number;description;inferred_stereotype
Sandy;subkind;118;Composed of sand.;quality
Sarjeta;kind;81;;None
Satellite_Images;subkind;24;Digital images of Earth or other celestial bodies captured by satellites orbiting the planet.;kind
Satisfaction Level;belief;21;A measure of how well something fulfills a need, desire, or expectation. ;quality
Saída de Pista;relator;81;;None
Scalene;subkind;28;(Of a triangle) having sides of unequal length.;subkind
Scarce Resource;roleMixin;35;A resource with limited availability relative to its demand.;subkind
Scenario;subkind;22;A particular course of events in a game, usually pre-designed for players to experience.;situation
Schadenfreud;subkind;7;;None
Schedule;kind;92;A plan that specifies the timing of events or activities.;kind
Scheduled Activity;mode;83;An activity or task that has been assigned a specific time or period for its execution.;phase
Scheduled Process;mode;83;A process that has been assigned a specific time or period for its execution.;phase
Schema;kind;131;A structured description of a database, outlining its organization and the relationships between its elements.;kind
School;kind;55;An institution for educating children.;kind
School Enrollment;relator;97;The act of enrolling in a school.;subkind
Science;kind;123;The intellectual and practical activity encompassing the systematic study of the structure and behavior of the physical and natural world through observation and experiment.;kind
Science-Knowledge;category;51;Systematic knowledge of the physical or material world gained through observation and experimentation.;kind
ScienceInStrictSense;subkind;123;A systematic body of knowledge that seeks to explain natural phenomena through observation, experimentation, and the formulation of laws.;subkind
Scientific Degree;kind;56;An academic degree awarded for studies in sciences.;subkind
Score;quality;106;A number of points, goals, or runs achieved in a game or by a team or an individual.;quantity
Sculptor;role;124;An artist who makes sculptures.;role
Sculpture;kind;124;;None
Sea Surface;kind;14;The boundary between the ocean and the atmosphere.;kind
Seal;role;31;An impermeable rock layer that prevents the upward migration of hydrocarbons.;role
Search;subkind;55;The act of looking for specific information or resources.;event
Searchable Data;role;13;Data that is structured and indexed in a way that enables efficient searching and retrieval.;subkind
Searchable Resource;kind;13;A resource that can be easily searched to locate specific information or content.;subkind
Secondary Azhar;subkind;56;A type of secondary education system associated with Al-Azhar University or institutions following its curriculum.;subkind
Secondary Certificate;kind;56;A certificate awarded upon completion of secondary education.;kind
Secondary General;subkind;56;A general type of secondary education, not specialized in a specific field.;subkind
Secondary School Student;phase;8;A person attending secondary school.;role
Secret Unit Depoyment;kind;7;;None
Section;collective;82;A distinct part or division of something larger.;subkind
Section Layer Network;subkind;103;;None
Section Layer Termination;subkind;103;The termination of a connection at the section layer.;subkind
Section-Physical Media Layers AF;subkind;103;Adaptation functions (AF) that operate between the section and physical media layers.;subkind
Secular Clergy;collective;9;Clergy who live in the world, rather than in a monastery or other religious community.;subkind
Secular Clergy Member;role;9;A person who is a member of the secular clergy.;role
Security Designer;roleMixin;0;An entity that designs or develops security measures or systems.;role
Security Mechanism;roleMixin;0;A process, device, or method used to protect information or a system.;roleMixin
Sediment Object;kind;52;A distinct, individual instance of sediment.;subkind
Sediment Physical Weathering;event;52;The physical breakdown of sediments into smaller pieces.;subkind
Sediment exposed to physical stress due to surface exposition;situation;52;Sediment that is subject to physical weathering processes due to its exposure to the environment.;phase
SeePerception;kind;51;"The ability to see; sight.";subkind
Seeking for employment;phase;8;The state of actively looking for a job.;phase
Segment;subkind;105;A separate piece or part of something, especially one that fits with others to form a whole.;kind
Segmento Homogêneo;collective;81;;None
Seguradora;subkind;81;;None
Seguro de Bem;relator;81;;None
Seguro de Danos Materiais;relator;81;;None
Seguro de Obra;relator;81;;None
Seguro de Responsabilidade Civil;relator;81;;None
Seguro em Concessão;relator;81;;None
Selected Activity;mode;55;;None
SelectedHighWaterProtectionMeasure;phase;109;A high water protection measure that has been chosen for implementation.;subkind
Selection;category;55;The act of choosing something.;event
Self objective;kind;7;A goal or condition that a player aims to achieve independently of others, potentially leading to competitive or collaborative dynamics.;kind
Self-Explanatory Attribute Key;subkind;13;An attribute key that is inherently understandable and provides information about the data it describes without needing further explanation.;subkind
Sell Event;subkind;48;An event that involves the exchange of goods or services for money.;event
Seller;role;26;A party that sells goods or services.;role
SemanticallyComplex;mode;123;Refers to entities or expressions that have complex or layered meanings, potentially involving multiple concepts or interpretations.;quality
SemanticallyComplexExpression;role;123;An expression that has a complex or layered meaning.;subkind
SemanticallyComplexSpoken-WrittenTerm;subkind;123;A spoken or written term with a complex meaning.;subkind
SemanticallySimple;mode;123;Having a straightforward and unambiguous meaning.;quality
SemanticallySimple Expression;role;123;An expression with a straightforward and unambiguous meaning.;subkind
Semester;quality;42;A period of study typically lasting about six months.;subkind
Semiarid;category;118;A dry climate.;subkind
Semirreboque;subkind;81;;None
Sender;roleMixin;85;The person or thing that sends a message.;role
Sender Branch;role;96;The branch of an organization that sends something.;roleMixin
Senior;phase;8;An elderly person.;phase
Senior Detective;role;129;An experienced detective with a higher rank and often specialized knowledge, responsible for complex or high-profile cases.;role
Senior Employee;role;96;An employee who holds a position of high responsibility.;subkind
SensePerception;kind;28;The process of perceiving the world through the senses.;event
Sensor;kind;104;A device that detects or measures a physical property and records, indicates, or otherwise responds to it.;role
Sensory Pleasure;subkind;7;Enjoyment derived from the stimulation of senses, such as visuals, sounds, or tactile feedback in games.;kind
Sentence;kind;85;A set of words that is complete in itself, typically containing a subject and predicate.;kind
Separador Rígido;subkind;81;;None
Separador de Pistas;kind;81;;None
Sequence;category;76;A continuous or connected series of elements, especially characters or numbers.;kind
Sequence Database;kind;76;A database that stores sequence data.;subkind
Sequence Deposition;relator;76;The process of submitting or depositing sequence data to a database.;event
Sequencing Laboratory;historicalRole;76;A laboratory where sequencing is performed.;subkind
Sequencing Platform;kind;76;The technology or equipment used for sequencing.;kind
Series;collective;127;A number of events, objects, or people of a similar or related kind coming one after another.;collective
Server;role;5;A computer or program that provides services to other computers or programs, typically over a network.;role
Server Allocation;relator;5;The process of assigning servers to specific tasks or users.;relator
Server Path Layer;role;103;;None
Server Physical Media Layer;role;103;;None
Server Section Layer;role;103;The section layer on the server side of a network.;subkind
Service;event;93;A self-contained unit of functionality or capability provided by a system or component.;kind
Service Agreement;relator;75;A formal agreement between a service provider and a customer.;kind
Service Agreement Description;category;75;A description of a service agreement.;mode
Service Batch;collective;71;A group of services offered together as a single unit.;collective
Service Batch in Auction;role;71;A group of services being auctioned together as a single unit.;roleMixin
Service Continuity;kind;95;The ability of a service to continue operating despite disruptions.;quality
Service Customer;roleMixin;75;A customer seeking or receiving a service.;role
Service Customer Claim;mode;75;An assertion or statement made by a service customer.;mode
Service Customer Commitment;mode;75;The commitment made by a customer to engage in a service agreement.;relator
Service Delivery;event;75;The process of providing a service to a customer.;process
Service Depot;subkind;96;A place where vehicles are repaired and maintained.;subkind
Service Flow;subkind;63;;None
Service Negotiation;event;75;The process of negotiating a service agreement.;process
Service Offer;event;75;A specific proposal for a service agreement made to a customer.;kind
Service Offering;relator;75;A type of service being offered to potential customers.;kind
Service Offering Claim;mode;75;An assertion or statement made about a service offering.;mode
Service Offering Commitment;mode;75;A commitment or guarantee associated with a service offering.;mode
Service Offering Description;category;75;A description of a service offering.;mode
Service Provider;roleMixin;75;An entity that provides services to customers.;role
Service Provider On Negotiation;roleMixin;75;A service provider engaged in the negotiation of a service agreement.;role
Service Station;phase;5;A facility providing a particular service (could be within an organization).;subkind
Service Tender;subkind;71;A competitive bidding process for procuring services.;subkind
Serviço;kind;81;;None
Serviço Delegado;role;81;;None
Serviço Executado;role;81;;None
Serviço Executado em Concessão Rodoviária;role;81;A service performed under a highway concession agreement.;kind
Serviço com Intervenção;subkind;81;A service with intervention.;kind
Serviço de Conservação;subkind;81;;None
Serviço de Guincho;relator;81;;None
Serviço de Manutenção;subkind;81;A maintenance service.;kind
Serviço de Manutenção Delegado;role;81;;None
Serviço de Melhoramento;subkind;81;;None
Serviço de Monitoração;subkind;81;;None
Serviço de Operação;subkind;81;An operational service.;kind
Serviço de Recuperação;subkind;81;;None
Serviço de Socorro Mecânico;relator;81;Mechanical rescue service.;kind
Serviço em Concessão Rodoviária;subkind;81;;None
Serviços de Auxílio aos Usuários;subkind;81;;None
Session;collective;22;A single period of time spent playing a game.;event
Session of Public Auction;relator;71;A specific period during which a public auction takes place.;phase
Set Colection;kind;7;A game mechanic where players aim to collect specific groups of items or cards to score points or trigger special effects.;kind
Seta Direcional;subkind;81;;None
Setor;collective;81;;None
Settings;mode;55;Configurable options or preferences within the system.;kind
Settlement;subkind;118;A place, typically one that has hitherto been uninhabited, where people establish a community.;subkind
Severe Weather Event Moment;TimePoint;14;A specific point in time during which a severe weather event occurs.;phase
Severe Weather Events;event;14;Weather events that pose a threat to life and property.;kind
Severe Weather Indicators;situation;14;Meteorological variables that indicate the potential for severe weather.;quality
SevereOutcome;phase;90;;None
SevereSymptom;phase;90;A symptom that is intense or indicates a serious medical condition.;subkind
Sex;mode;63;Biological attributes that distinguish between male and female, typically associated with reproductive functions.;kind
Sexual Orientation;mode;63;;None
Seção;collective;81;;None
Seção Componente;subkind;81;;None
Seção Composta;subkind;81;;None
Seção Simples;subkind;81;;None
Shale;quantity;31;A fine-grained sedimentary rock formed from mud and clay.;subkind
SharedDescription;role;85;A description that is understood and agreed upon by multiple parties.;kind
Ship;kind;124;;None
Ship Class by Size;subkind;124;;None
Ship Type;type;124;A classification or category of ships based on their characteristics, purpose, or design.;kind
Ship-building;subkind;51;The activity or business of building ships.;kind
Shipper;role;111;The party who sends goods by a carrier.;role
Short Moviment;phase;44;A musical movement that is shorter than average.;phaseMixin
Signification;relator;123;The meaning conveyed by a word, phrase, or symbol.;kind
Siliciclastic Rock;quantity;31;A clastic sedimentary rock composed primarily of silicate minerals.;subkind
Similar Idea;role;125;Redundant. Model similarity relationships between Ideas with a dedicated relator.;None
Similaree;role;125;Likely a misspelling of 'Similarity', which is best modeled as a relator.;None
Similarity;relator;125;The state or fact of being similar.;quality
Simple Article;subkind;82;An article that is not composed of other elements.;subkind
Simple Artifact;category;94;A basic unit of software development, representing a single, indivisible element.;category
Simple Event;subkind;122;A basic, standalone event.;subkind
Simple Intended Activity;mode;83;A basic, indivisible activity that is planned or intended to be performed.;subkind
Simple Item;subkind;82;A basic item that doesn't contain other, smaller items.;subkind
Simple Letter;subkind;82;A basic letter without any special formatting or components.;subkind
Simple Market;subkind;35;A market characterized by a limited number of buyers and sellers, homogeneous products, and ease of entry and exit.;subkind
Simple Method Activity;type;83;A basic or fundamental activity within a method or procedure.;subkind
Simple Section;subkind;82;A section that doesn't contain other subsections.;subkind
Simple Standard Activity;type;83;A basic, indivisible activity that is part of a standard process.;subkind
SimpleArea;subkind;122;A geographically bounded area without complex composition.;kind
SimpleSupposition;subkind;123;A type of supposition where a term stands for a universal concept or category.;subkind
Simplicity;roleMixin;120;The degree to which a system is straightforward, uncomplicated, and easy to understand and use.;quality
Simultaneous Action Selection;kind;7;;None
Sinalização Aérea;subkind;81;;None
Sinalização Horizontal;subkind;81;;None
Sinalização Permanente;subkind;81;;None
Sinalização Rodoviária;kind;81;;None
Sinalização Rodoviária Ideal;phase;81;;None
Sinalização Rodoviária com Defeito;phase;81;Defective road signs.;kind
Sinalização Semafórica;subkind;81;Traffic light signaling.;kind
Sinalização Temporária;subkind;81;Temporary signage.;kind
Sinalização Turística;subkind;81;;None
Sinalização Vertical;subkind;81;;None
Sinalização de Advertência;subkind;81;Warning signs.;kind
Sinalização de Educação;subkind;81;;None
Sinalização de Indicação;subkind;81;;None
Sinalização de Obra;subkind;81;;None
Sinalização de Regulamentação;subkind;81;Regulatory signs.;kind
Sinalização de Serviço Auxiliar;subkind;81;Signage for auxiliary services.;kind
Sinalização por Placa;subkind;81;;None
Singing;kind;7;;None
Single AG;subkind;103;;None
Single Entity Table;role;2;A table in a database that holds data for a single entity type.;role
Single Equipment Site;role;103;A site composed of a single piece of equipment.;subkind
Single Equipment Site Component;role;103;A component of a site that consists of a single piece of equipment.;subkind
Single Physical Media;kind;103;A single instance of a physical media.;subkind
Single Resource;roleMixin;35;A specific type of resource, not a combination of multiple resources.;subkind
Single Table Inheritance Mapping;relator;2;A strategy for mapping an inheritance hierarchy to a relational database where all classes in the hierarchy are mapped to a single table.;relator
Single Termination;phase;103;;None
SingularEntity;kind;92;An entity that exists as a single, unique instance.;kind
Sink A-FEP;kind;103;;None
Sink A-FEP Bi Component;role;103;;None
Sink A-FEP Binding;relator;103;;None
Sink AP;kind;103;Sink Application Part. This likely refers to a specific module or component within an application that is responsible for receiving or consuming data or events. It represents the final destination of data within the application's context.;role
Sink AP Bi Component;role;103;;None
Sink AP Binding;relator;107;The binding or connection point of a Sink application part to another component, likely an adaptation part. It represents the interface through which the Sink application part interacts with the rest of the system.;roleMixin
Sink Active RP - Path LC connected;roleMixin;103;;None
Sink CFTE;subkind;103;The sink channel forwarding transport entity (CFTE).;role
Sink CFTE Bi Component;role;103;;None
Sink FEP;category;103;The sink forwarding endpoint (FEP) of a connection.;role
Sink LP-FP;kind;103;;None
Sink LP-FP Bi Component;role;103;;None
Sink LP-FP Binding;relator;103;;None
Sink LPF-FEP;kind;103;;None
Sink LPF-FEP Bi Component;role;103;A bidirectional component that terminates a LPF-FEP connection on the sink side.;roleMixin
Sink LPF-FEP Bound;relator;103;;None
Sink M-FEP;kind;103;The sink matrix forwarding endpoint (M-FEP) of a connection.;role
Sink M-FEP Bi Component;role;103;A bidirectional component that terminates a M-FEP connection on the sink side.;roleMixin
Sink M-FEP Binding;relator;103;;None
Sink M-FP;kind;103;;None
Sink M-FP Bi Component;role;103;;None
Sink M-FP Binding;relator;103;;None
Sink MC;subkind;103;;None
Sink MC Bi Component;role;103;;None
Sink Matrix;role;103;;None
Sink PM-FEP;kind;103;;None
Sink PM-FEP Bi Component;role;103;A bidirectional component that terminates a PM-FEP connection on the sink side.;roleMixin
Sink PM-FEP Binding;relator;103;;None
Sink Path FEP;category;103;The sink forwarding endpoint (FEP) of a path.;role
Sink SN-FEP;kind;103;The sink subnetwork forwarding endpoint (SN-FEP) of a connection.;role
Sink SN-FEP Bi Component;role;103;A bidirectional component that terminates a SN-FEP connection on the sink side.;roleMixin
Sink SN-FEP Binding;relator;103;;None
Sink SN-FP;kind;103;The sink subnetwork forwarding point (SN-FP) of a connection.;role
Sink SN-FP Bi Component;role;103;;None
Sink SN-FP Binding;relator;103;;None
Sink Site;role;103;;None
Sistema;kind;95;Portuguese for System;kind
Sistema Circulatório;kind;119;The system that circulates blood throughout the body.;subkind
Sistema Computacional;kind;95;Portuguese for Computer System;kind
Sistema Orgânico;category;119;A group of organs that work together to perform a specific function.;collective
Sistema de Drenagem;kind;81;;None
Sistema de Drenagem Ideal;phase;81;;None
Sistema de Drenagem com Defeito;phase;81;;None
Site;kind;103;A specific location or place where something is located or an event occurs.;kind
Site Component Equipment;role;103;;None
Site Model;kind;95;A representation or design of a physical site.;kind
Site com Manifestação;role;81;;None
Situation;situation;4;"A set of circumstances in which one finds oneself; a state of affairs.";situation
Situation Type;type;0;A classification or category for grouping similar situations.;type
Size;quality;124;;None
Sk CFTE Forwarding;relator;103;;None
Sk MC Forwarding;relator;103;Forwarding of traffic on the Sk connection using multi-connection (MC).;subkind
Sk Matrix Bi Component;role;103;;None
Sketch;subkind;44;A rough or unfinished drawing or painting, often made to assist in making a more finished picture.;subkind
Sketched Border;subkind;70;A preliminary or imprecise boundary marking a territory.;phase
Ski Slope;subkind;122;A designated area covered in snow for skiing or snowboarding downhill.;subkind
Ski Slope Category;subkind;122;A category or classification of ski slopes.;kind
Skiing;subkind;121;The sport or activity of gliding over snow on skis.;subkind
Skill;kind;55;"The ability to do something well; expertise.";subkind
Skill Popularity;subkind;55;A measure of how popular or in-demand a skill is.;quality
Skill Type;type;62;A type or category of skill.;type
Slow Moviment;phase;44;A musical movement that is slower than average.;phaseMixin
Small talk;kind;7;Light and casual conversation, sometimes used strategically in social deduction or role-playing games.;kind
Smart Contract;relator;93;A self-executing contract with the terms of the agreement between buyer and seller being directly written into lines of code.;kind
SmellPerception;kind;51;The perception of odors.;subkind
Snapshot;kind;95;A point-in-time copy of data.;kind
Snow Measurement;relator;122;A measurement of snowfall or snow depth.;kind
Snow Type;type;122;A classification of snow based on its characteristics.;kind
Snowpark;subkind;122;An area within a ski resort designed with terrain park features for snowboarding and freestyle skiing.;subkind
Snowpark Category;subkind;122;A category or classification of snowparks.;kind
Snowpark Difficulty;enumeration;122;A measure of the difficulty level of a snowpark.;subkind
Snowpark Feature;subkind;122;A notable characteristic or element of a snowpark.;subkind
So CFTE Forwarding;relator;103;;None
So MC Forwarding;relator;103;;None
So Matrix Bi Component;role;103;A bidirectional component of a matrix that handles So connections.;roleMixin
Sobrinho;role;81;;None
Sobrinho-neto;role;81;;None
Social Agent;category;62;An agent that is capable of social interaction.;subkind
Social Assistance Service;subkind;66;A service provided by government or organizations to help individuals or communities in need. This includes things like welfare, food stamps, housing assistance, etc.;subkind
Social Capability;mode;62;The ability to interact effectively with others in a social context.;subkind
Social Contract;relator;70;An implicit agreement among members of a society to cooperate for social benefits, typically involving a balance of individual freedom and collective good.;kind
Social Need;category;66;A requirement or necessity that is essential for the well-being of a society or community.;kind
Social Object;category;41;An object that exists or is constructed within a social context.;subkind
Social System;kind;12;A complex network of individuals, groups, and institutions interacting within a shared framework of norms, values, and practices.;kind
Social System Trustee;role;12;A trustee that is a social system, such as an organization or institution.;roleMixin
Social Trust;subkind;12;The belief that individuals and institutions within a society are generally reliable, honest, and cooperative.;kind
SocialPoliticalRegion;category;118;A region defined by social and political factors.;kind
SocialPoliticalRegionType;type;118;A classification of social and political regions.;type
Sociedade Anônima;mixin;81;;None
Sociedade de Propósito Específico;subkind;81;;None
Society;kind;23;The aggregate of people living together in a more or less ordered community.;kind
Society Claim;collective;70;An assertion of right or title made by a society, often related to territory or resources.;subkind
Society Commitment;collective;70;A pledge or obligation undertaken by a society.;subkind
Software;kind;19;The programs and other operating information used by a computer.;kind
Software Agent;kind;14;A computer program that acts autonomously on behalf of a user or another program.;kind
Software Architect;role;94;An individual responsible for designing the architecture of a software system.;role
Software Architecture;subkind;94;The high-level structure of a software system, including its components and their relationships.;kind
Software Item;kind;30;A component or element of a software product.;subkind
Software Product;kind;83;A software system or application.;kind
Software Product Type;type;83;A classification or category of software products based on their functionality or purpose.;subkind
Software Program;kind;44;A set of instructions and data that tell a computer how to perform a task.;kind
Software Project;subkind;101;A project that involves the development of software.;subkind
Software Resource;role;83;Any resource, such as tools, libraries, or documentation, that is used in software development.;kind
Software Resource Participation;event;83;The involvement or utilization of software resources in a particular activity or process.;relator
Software System;kind;108;A collection of interacting software components, often with a defined architecture, designed to accomplish a specific function or set of functions.;kind
Software Sytem;collective;112;A set of programs that work together to provide a specific function or set of functions.;kind
Software development project;kind;16;A collaborative undertaking to design, develop, and deliver a software system or application, typically involving multiple phases and stakeholders.;kind
SoftwareApplication;kind;85;A program or group of programs designed for end users.;kind
Soil;quantity;118;The upper layer of earth in which plants grow.;kind
Solar Radiation;quantity;52;Radiant energy emitted by the sun.;subkind
Solicitado;roleMixin;81;;None
Solicitante;roleMixin;81;;None
Solicitação;relator;81;;None
Solicitação de Bem;relator;81;;None
Solicitação de Compra;relator;81;A purchase request.;kind
Solicitação de Compra em CA;relator;81;;None
Solicitação de Desapropriação;relator;81;;None
Solicitação de Modelo;relator;81;A request for a model or template.;kind
Solicitação de Produto;relator;81;A product request.;kind
Solo;quantity;81;;None
Solved CR;phase;30;A Change Request that has been successfully addressed and implemented.;phase
Sorrow;subkind;7;;None
Soul;kind;51;The spiritual or immaterial part of a human being or animal, regarded as immortal.;kind
Sound Recording;subkind;127;A recording of sound vibrations, such as spoken words, music, and sound effects, made on a magnetic tape or, more recently, a compact disc.;kind
Source;kind;20;An origin or provider of a contribution.;kind
Source A-FEP;kind;103;The source adaptation function endpoint (A-FEP) of a connection.;role
Source A-FEP Bi Component;role;103;;None
Source A-FEP Binding;relator;103;;None
Source AP;role;107;The source access point (AP) of a connection.;role
Source AP Bi Component;role;103;;None
Source AP Binding;relator;107;The binding of a source access point (AP).;relator
Source Active RP - Path LC connected;roleMixin;103;;None
Source CFTE;subkind;103;The source channel forwarding transport entity (CFTE) of a connection.;role
Source CFTE Bi Component;role;103;;None
Source Code;subkind;108;The human-readable form of a computer program.;kind
Source FEP;category;103;;None
Source L-FP Binding;relator;103;;None
Source LP-FP;kind;103;;None
Source LP-FP Bi Component;role;103;;None
Source LPF-FEP;kind;103;;None
Source LPF-FEP Bi Component;role;103;A bidirectional component that originates a LPF-FEP connection on the source side.;roleMixin
Source LPF-FEP Binding;relator;103;;None
Source M-FEP;kind;103;The source matrix forwarding endpoint (M-FEP) of a connection.;role
Source M-FEP Bi Component;role;103;A bidirectional component that originates a M-FEP connection on the source side.;roleMixin
Source M-FEP Binding;relator;103;;None
Source M-FP;kind;103;;None
Source M-FP Bi Component;role;103;;None
Source M-FP Binding;relator;103;;None
Source MC;subkind;103;The source of a multi-connection (MC).;role
Source MC Bi Component;role;103;A bidirectional component that originates a multi-connection (MC) on the source side.;roleMixin
Source Matrix;role;103;;None
Source PM-FEP;kind;103;;None
Source PM-FEP Bi Component;role;103;;None
Source PM-FEP Binding;relator;103;The binding of a source physical media forwarding endpoint (PM-FEP).;relator
Source Path FEP;category;103;The source forwarding endpoint (FEP) of a path.;role
Source Rock;historicalRole;52;A rock that contains organic matter that can be transformed into hydrocarbons (oil and gas) under heat and pressure.;role
Source SN-FEP;kind;103;;None
Source SN-FEP Bi Component;role;103;;None
Source SN-FEP Binding;relator;103;;None
Source SN-FP;kind;103;The source subnetwork forwarding point (SN-FP) of a connection.;role
Source SN-FP Bi Component;role;103;;None
Source SN-FP Binding;relator;103;The binding of a source subnetwork forwarding point (SN-FP).;relator
Source Site;role;103;;None
SourceType;enumeration;20;A classification of different types of sources, such as code, documentation, or requirements.;category
Space;subkind;106;A continuous area or expanse which is free, available, or unoccupied.;kind
Spatial Entity;category;69;An entity that has a spatial location or extent.;category
Spatial Thing;category;14;Anything that has a location in space.;kind
SpatialEntity;category;115;An entity that occupies space.;kind
SpatialLocation;category;118;A location in space.;subkind
SpatialRegion;kind;115;A defined area or volume in space.;kind
SpatialThing;category;46;An entity that occupies space.;category
Special Part;subkind;82;A part of a legal text that deals with specific topics or areas of law.;subkind
SpecialSciences;subkind;51;Sciences that focus on specific domains of inquiry, such as physics, biology, or psychology.;subkind
SpecialistDoctor;role;90;;None
SpecialistMedicalProcedure;role;90;A complex medical procedure that requires specialized training and expertise.;subkind
Specialized Service Agreement;relator;75;A specific type or category of service agreement.;subkind
Species;type;118;A group of living organisms consisting of similar individuals capable of exchanging genes or interbreeding.;subkind
Specific Intended Process;mode;101;An intended process tailored to the specific requirements and characteristics of a particular context.;subkind
Specific Intention;category;0;A specific or detailed intention.;category
Specific Proposal;relator;71;A detailed proposal that provides specific information about a project.;subkind
Specific Rule;role;23;A legal rule that applies to a particular set of circumstances or a narrow range of cases.;subkind
Specific Standard Process;type;83;A specialized or tailored instance of a standard process, adapted for a particular purpose or context.;subkind
SpecificFormOfTheName;subkind;28;A particular form or version of a name.;subkind
SpeechAct;mode;85;An utterance that has performative function in language and communication.;kind
Speed/Distance Message;kind;130;A message containing information about speed and distance, likely related to train control.;subkind
SpeedControl;relator;130;The process or system for controlling the speed of something, likely the train in this context.;kind
Spirit;kind;28;"The nonphysical part of a person that is the seat of emotions and character; the soul.";kind
Spoken-WrittenProposition;subkind;123;A proposition that is expressed in spoken or written form.;subkind
Spoken-WrittenSuppositum;role;123;The entity or concept referred to by a spoken or written term.;subkind
Spoken-WrittenTerm;subkind;123;A term that is spoken or written.;subkind
SpokenWord;subkind;51;A word that is uttered aloud.;subkind
Sponsor;roleMixin;122;An individual or entity that provides financial or other support.;roleMixin
SportActivityPost;kind;15;A post related to a sport activity.;subkind
Spouse;role;97;A husband or wife, considered in relation to their partner.;role
Spouse Type;type;97;The type of spouse a person has.;subkind
Sprint;kind;16;A short, timeboxed iteration in Agile development during which a team focuses on completing a specific set of tasks or user stories.;phase
Spuerclass;role;2;Assumed to be a misspelling of 'Superclass'.  A superclass in an inheritance hierarchy.;role
Stage;collective;60;A point, period, or step in a process or development.;kind
Stakeholder;roleMixin;83;An individual or group with an interest in or affected by a particular system, process, or outcome.;role
Stakeholder Allocation;relator;83;The process of assigning stakeholders to specific roles or responsibilities within a project or organization.;relator
Stakeholder Main Participation;event;83;The primary or most significant participation of a stakeholder in an activity or process.;relator
Stakeholder Participation;event;83;The involvement or engagement of stakeholders in a particular activity or process.;relator
Stakeholders;collective;126;Individuals or groups who have an interest in or are affected by a brand's activities.;role
Standard Activity;type;83;An activity that is defined and standardized as part of a process or methodology.;subkind
Standard Process;kind;49;A defined and documented way of carrying out an activity or set of activities.;kind
Standard Process Definition Document;kind;83;A document that defines and describes a standard process.;kind
State;NonPerceivableQuality;93;A sovereign political entity with a defined territory and government.;kind
State Authority;subkind;63;;None
State Claim;collective;70;An assertion of right or title made by a state.;subkind
State Commitment;collective;70;A pledge or obligation undertaken by a state.;subkind
State Variable;kind;93;A variable that stores a piece of data within a smart contract, persisting its value across different invocations.;kind
StateCompany;phase;25;A company that is owned or controlled by the state.;subkind
StateLand;subkind;118;Land owned by a state government.;subkind
StateOfMind;kind;51;;None
StateProperty;subkind;28;Property that is owned by the state.;subkind
Station;subkind;5;A fixed location or facility within an organization dedicated to a particular function or service.;subkind
Statue;kind;46;A carved or cast figure of a person or animal, especially one that is life-size or larger.;subkind
Status;quality;56;The relative position of someone or something within a particular context.;kind
Stock;relator;26;A type of security that signifies ownership in a corporation and represents a claim on part of the corporation's assets and earnings.;kind
Stock Exchange;subkind;26;A marketplace where securities are traded.;kind
Stock Holding;kind;7;A game mechanic where players can buy, sell, or hold shares in companies or assets, often simulating economic principles.;kind
Stock Keeper;role;26;The entity responsible for keeping track of stock ownership.;role
StockHolder;roleMixin;26; An individual, group, or organization that holds one or more shares in a company;role
Stockholder Person;role;26;A person who is a stockholder in a company.;subkind
StockholderOrganization;role;26;An organization that is a stockholder in a company.;subkind
Storage;kind;128;The action or method of storing something for future use.;kind
Storage-based;subkind;95;Related to or implemented using storage technologies.;roleMixin
StorageFacility;role;115;A facility used for storing goods, in this context, likely apples.;kind
Story;kind;16;A short, informal description of a software feature or functionality from a user's perspective, used in Agile development to capture requirements.;kind
Storytelling;kind;7;;None
Stranger;phase;47;A potential customer who has not yet had any interaction with a business.;role
Strategic choices;category;7;Decisions made by players that have long-term consequences and impact their chances of winning.;kind
Strategy;event;47;A plan of action designed to achieve a specific goal or objective.;kind
Streaming Platform;kind;122;A service that allows for the online distribution and playback of media content.;kind
Structure;mode;126;The arrangement of rock layers and geological features in the subsurface.;kind
StructuredValue;quality;92;A value that has an internal structure.;kind
Student;role;110;A person formally engaged in learning, especially one enrolled in a school or college.;role
Student Club;kind;117;A group or organization formed by students within an educational institution, often focused on shared interests or activities.;collective
Student Loan;relator;58;A type of loan specifically for students to finance their education.;subkind
StudentMandate;relator;42;The responsibilities and duties of a student.;roleMixin
Study Interrupted;phase;8;The state of having one's studies paused or discontinued.;phase
Study Program;kind;117;A structured course of study leading to a degree or qualification.;kind
SubCategory;type;125;A category that is a subdivision of a larger category.;subkind
SubFuncão;kind;100;A specific task or area of responsibility within a larger function.;subkind
SubPhase;role;18;A smaller division within a Phase. Could indicate a distinct stage or step.;subkind
Sub_Phase;relator;18;Likely identical to 'SubPhase', just with a different naming convention.;subkind
Subclass;role;2;A class that inherits from a superclass.;role
Subject;subkind;51;The entity that is being regulated or governed.;role
SublunaryBody;subkind;51;In Aristotelian cosmology, bodies that exist below the moon's orbit and are subject to change and decay.;subkind
SublunaryMatter;subkind;51;Matter that exists below the moon's orbit.;subkind
Submission;relator;125;The act of submitting something, such as an idea or a proposal.;relator
Submission Method;datatype;125;A method used for submitting something.;kind
Submited by Method;mode;125;Unclear without more context. Likely a relator indicating how something is submitted.;None
Submitted Idea;role;125;An idea that has been submitted.;phase
