organizationalBase;kind;Represents a kind of foundation or basis for an organization.
military;roleMixin;Represents the role or function related to the armed forces.
individualBase;kind;Represents a kind of foundation or basis for an individual.
secondary premisse;kind;Represents the secondary premise of a syllogism.
facto;category;Represents a category related to facts and reality.
system;kind;Represents a kind of complex whole formed from interacting parts.
organization;kind;Represents a kind of structured group of people with a common purpose.
Atomic;category;Represents a category of things considered indivisible and fundamental.
update;event;Represents an event of making something more current.
phenomenon;kind;Represents a kind of observable event or occurrence.
designatedSection;kind;Represents a kind of section specifically assigned or appointed.
activity;perdurant;Represents a process or action that unfolds over time.
designatedRegistry;kind;Represents a kind of registry specifically assigned or appointed.
subject;kind;Represents a kind of entity that performs actions or is the focus of something.
action;perdurant;Represents a discrete, intentional deed or act.
content;kind;Represents the information or substance contained within something.
message;kind;Represents a kind of communication conveyed from one entity to another.
create;event;Represents an event of bringing something into existence.
section;kind;Represents a kind of distinct part or subdivision of something.
designationResponsabilitySection;kind;Represents a kind of responsibility assigned to a specific section.
keyword;kind;Represents a kind of significant word or term used for indexing or searching.
policeIAD;kind;Represents a kind of Internal Affairs Department specific to a police force.
delete;event;Represents an event of removing or erasing something.
civilCommitment;roleMixin;Represents a commitment related to civilian life or affairs.
title;kind;Represents a kind of name or label given to something.
sanction;category;Represents a category of penalties or approvals.
registryResponsible;role;Represents the role of being responsible for a registry.
civilServiceUnit;kind;Represents a kind of service unit related to civilian matters.
personal;category;Represents a category related to an individual or their private life.
generalInspector;role;Represents the role of a high-ranking official who inspects.
militaryCommitment;roleMixin;Represents a commitment related to military service.
norm;kind;Represents a kind of rule, standard, or pattern.
Composed;category;Represents a category for things made up of multiple parts.
registry;kind;Represents a kind of official record or list.
source;kind;Represents the origin or provider of something.
public;category;Represents a category related to the general population.
keywordSet;collective;Represents a collection of keywords.
viceInspector;role;Represents the role of an official ranking below an inspector.
sectionResponsible;role;Represents the role of being responsible for a section.
organizationalPart;kind;Represents a kind of constituent element of an organization.
experience;kind;Represents a kind of knowledge or skill gained through involvement.
conclusion;kind;Represents a kind of judgment or decision reached by reasoning.
commandUnit;kind;Represents a kind of unit responsible for issuing commands.
civil;category;Represents a category related to civilian life or society.
base;kind;Represents a kind of foundation or support.
attachment;kind;Represents a kind of supplementary document or file.
designationResponsabilityRegistry;kind;Represents a kind of responsibility assigned to a registry.
name;inferred_stereotype;explanation
string;type;A general-purpose type representing textual data.
process;process;Represents a series of actions or steps taken in order to achieve a particular end.
output;role;A role representing something that is produced by a process.
biological_event;event;A type of event that occurs in biological systems.
degraded_entity;role;A role representing an entity that undergoes degradation in a biological process.
event;type;A general-purpose type representing a change in the state of affairs.
role_in_biological_event;role;A role that an entity can play in a biological event.
Entity_in_process;role;A role representing an entity involved in a process.
input;role; A role representing something that is required for a process to start.
regulator;role;A role representing something that controls or regulates a process.
participation_in_biological_event;role;A role representing an entity's participation in a biological event.
pathway;subkind;A more specific type of kind that represents a sequence of reactions in a biological system.
int;type;A general-purpose type representing integer numbers.
active_entity;role;A role representing an entity that is actively involved in a process or event.
biological_entity;kind; A fundamental type representing any entity found in the biological realm.
name;inferred_stereotype;explanation
Positive Law;kind;It represents a fundamental type of legal entity, potentially with subtypes and instances.
Social Object;category;Represents common properties of objects existing in a social context, not limited to a single kind.
Jurisdictional State;subkind;A specialized type of 'State' (presumably existing), possessing jurisdiction as a defining characteristic.
Event;type;A generic type for events, requiring further specialization to be meaningful.
Qualified Situation;phase;Implies a situation with specific, intrinsic conditions that distinguish it from other situations.
Action Contribution;roleMixin;Describes the contributing role in an action, applicable to various entities.
Able Guarantor Participation;roleMixin;Signifies the role of a capable entity participating as a guarantor.
CPF;subkind;Brazilian individual taxpayer registry, a specialized form of identification.
Normative Description;mixin;Can be essential for some legal entities and accidental for others.
TypicalEvent;subkind;A specific, predefined category of event within a legal context.
Specific Duty to Act;subkind;A particular type of duty, distinct from general obligations.
Legal Object;category;Encompasses various entities recognized within a legal framework.
Guaranteed;role;Refers to the state of being guaranteed, often in a legal context.
Ancient Rule;subkind;A classification of a rule based on its temporal attribute of being old.
Legal Care Relator;relator;Represents the relationship that establishes legal care between entities.
Inferior Rule;subkind;Denotes a rule lower in a hierarchy, subordinate to others.
Physical Agent;category;Describes entities with physical properties capable of agency.
Legal Agent;category;Refers to entities recognized as having agency within a legal system.
Crime Author;role;The role of an entity as the originator of a crime.
Mentally Sick;phaseMixin;A temporary state of mental health, applicable to various agents.
Mandatory Situation;phase;A situation where specific actions are obligatory.
Register;kind;A system for recording and maintaining information.
Situation;type;A generic type for circumstances or conditions.
LegalOmission;subkind;Specific type of omission with legal implications.
Recent Rule;subkind;Categorization of a rule based on its recent enactment.
Abstract Object;category;Represents intangible entities, contrasting with concrete objects.
CulpableEvent;subkind;An event involving culpability or blameworthiness.
Social Relator;relator;Connects entities in social relationships.
Able Person;phaseMixin;Denotes a person with the capacity to act.
Social Agent;category;Entities acting within a social context.
Society;collective;A group of individuals considered as a single entity.
Duty to Act;kind;A fundamental concept of an obligation to perform an action.
Allowed Situation;phase;Circumstances where certain actions are permitted.
General Rule;subkind;A broadly applicable rule, not specific to particular cases.
Fine;kind;A type of legal penalty, distinct from other punishments.
Passive Person;role;The role of an individual not actively participating but being subjected to an action or event.
Crime Agent;role;An entity actively involved in committing a crime.
Natural Person;subkind;A human being, as opposed to a legal entity.
Superior Rule;subkind;A higher-ranking rule in a legal hierarchy.
Permission;kind;Authorization to perform an action.
Incriminating;roleMixin;Implies involvement in a crime or wrongdoing.
Comissive Crime;subkind;A crime carried out by performing a prohibited act.
Principle;kind;A fundamental truth or proposition guiding actions or decisions.
Juridical Person;subkind;A non-human entity with legal rights and responsibilities.
Deprive Liberty;kind;An action resulting in the loss of freedom.
Lex Specialis Relator;relator;Connects legal principles based on the 'lex specialis' rule.
Felony Omission;subkind;A grave omission with severe legal consequences.
Disallowed Situation;phase;Circumstances prohibiting specific actions.
Prohibition;kind;A rule forbidding a particular action.
Institutional Agent;category;An entity acting on behalf of an institution.
Qualification;mode;An attribute or characteristic possessed by an entity.
Adult;phase;A stage in a person's life with specific legal implications.
Crime Object;kind;The target or subject of a criminal act.
Collective Social Agent;collective;A group of individuals acting as a single agent.
Obligation;kind;A legal or moral duty.
Social Commitment;kind;An agreement or pledge made within a social context.
Underage;phase;A legal status based on age, implying certain restrictions.
Object;type;A generic type representing any entity.
Desire;mode;A mental state representing a longing for something.
Passive Juridical Person;role;A legal entity in a situation where it's acted upon rather than acting.
Unfulfilled Duty to Act;subkind;An obligation that has not been met.
Legal Normative Description;subkind;A specific category of normative description within a legal framework.
Norm Relator;relator;Connects entities or concepts related to norms.
Specific Rule;subkind;A rule tailored to a particular situation.
CNPJ;subkind;Brazilian company/legal entity registry number.
Agent Participation;roleMixin;Represents an entity's role as a participant, not limited to specific types.
Criminal Act;subkind;An act that violates criminal law.
Ability;mode;A capability or skill possessed by an entity.
Legal Norm;kind;A rule or standard within a legal system.
UnlawfulEvent;subkind;An event that breaches legal rules or norms.
Agent;type;An entity with the capacity to act.
Intrinsic Moment;phaseMixin;A transient state characterized by inherent qualities.
Able Agent Participation;roleMixin;Describes the involvement of a capable entity as a participant.
Legal Rule;subkind;A specific type of rule within a legal system.
Restrict Right;kind;An action that limits or reduces a right.
Mentally Healthy;phaseMixin;A state of mental well-being.
Mental Moment;phaseMixin;A temporary mental state or condition.
State;type;A generic type for conditions or modes of being.
Mitigating;roleMixin;Describes something that lessens the severity of an offense.
Material Object;category;Tangible entities existing in the physical world.
Legal Relator;relator;Connects entities within a legal relationship.
Crime;kind;An act that violates criminal law.
Legal Act;subkind;An act with legal significance or consequences.
Criminally Incapable;phaseMixin;A state of lacking legal responsibility for criminal actions.
Non Incriminating;roleMixin;Not implying guilt or involvement in wrongdoing.
Circumstance;kind;A fact or condition relevant to a situation.
LegalFelonyOmission;subkind;A specific type of felony omission within legal context.
Physical Object;category;Entities existing in the physical world.
Lex Posterior Relator;relator;Connects legal principles based on the 'lex posterior' rule.
Legal Event;subkind;An occurrence with legal implications.
Passive Agent;role;An agent subjected to an action without actively participating.
Punishment Act;subkind;An act imposed as a penalty for an offense.
Aggravating;roleMixin;Describes factors increasing the severity of an offense.
Active Agent;role;An agent actively participating in an action or event.
Commitment;kind;A pledge or agreement.
Criminally Liable;phaseMixin;Subject to criminal prosecution.
Passive Society;role;Society as a recipient of actions or events.
Lex Superior Relator;relator;Connects legal principles according to 'lex superior' rule.
Jurisdiction Agent;role;An agent exercising legal authority within a jurisdiction.
Guarantor Able Person;subkind;A capable individual acting as a guarantor.
Unfulfilled Specific Duty to Act;subkind;A particular obligation that remains unfulfilled.
Pure Omissive Crime;subkind;A crime committed solely by failing to act.
Guarantor;role;An entity providing a guarantee.
Unfulfilled;phaseMixin;Describes something that has not been completed or achieved.
Crime Relator;relator;Connects entities or concepts involved in a crime.
Intention;mode;A mental state representing a purpose or plan.
name;inferred_stereotype;explanation
Child;phase;It represents a phase in the life of a person, with intrinsic contingent conditions.
Student;role;It represents a role that a person can play, being anti-rigid and relationally contingent.
Citizen;role;It represents a social role that a person can have, being anti-rigid and relationally contingent.
Parenthood;relator;It is a relator because it represents the relationship between a parent and their offspring.
Seeking for employment;phaseMixin;It represents a phase in a person's professional life, with contingent properties.
Citizen´s Role;roleMixin;Represents common properties of individuals that are citizens, but can also be other things.
On an Exchange Stay;phaseMixin;Represents contingent properties of being on an exchange program, applicable to students.
Senior;phase;Represents a phase in the life of a person, typically characterized by age and intrinsic conditions.
Employed;phaseMixin;Represents a phase in a person's professional life, with contingent properties.
Doctoral Degree Student;role;Represents a specific type of student, characterized by their enrollment in a doctoral program.
Unemployed;phaseMixin;Represents a phase in a person's professional life, with contingent properties.
Employee;role;Represents a role that a person can have in a company or organization.
Bachelor Degree Student;role;Represents a specific type of student, characterized by their enrollment in a bachelor's degree program.
Study Interrupted;phaseMixin;Represents a phase in a student's life, where their studies are on hold.
In requalification;phaseMixin;Represents a phase in a person's professional life, where they are upgrading their skills.
Old Age Pensioner;role;Represents a role that a person can have after retirement.
PA Client;role;Represents a role that a person can have in relation to a service provider.
Parent;role;It represents a role that a person can play, being anti-rigid and relationally contingent.
Company Pensioner;role;Represents a role that a person can have after retirement from a specific company.
Pupil;role;Represents a specific type of student, typically in primary education.
Offspring;subkind;Represents a direct descendant of a parent.
Secondary School Student;role;Represents a specific type of student, typically in secondary education.
Master Degree Student;role;Represents a specific type of student, characterized by their enrollment in a master's degree program.
Enterpreneur;role;Represents a role that a person can have as someone who starts and runs a business.
Company;kind;Represents a kind, as it is a fundamental sort of endurant type with instances that share common characteristics.
name;inferred_stereotype;explanation
transformation-duality;relator;Represents the relationship between a transformation event and its dual.
trading-partner;role;Represents the role of an economic agent involved in trading.
give;???;Since there is no description of this element, it is impossible to infer a possible OntoUML stereotype.
to;???;Since there is no description of this element, it is impossible to infer a possible OntoUML stereotype.
economic-event;event;Represents an event related to economic activities.
participation;???;Since there is no description of this element, it is impossible to infer a possible OntoUML stereotype.
increment-event;phase;Represents a phase in which there is an increment of some kind.
inside-party;role;Represents a role of a party that's internal to an economic event.
transformation;event;Represents an event of transforming economic resources.
economic-agent;kind;Represents a fundamental kind of entity that engages in economic activities.
economic-resource;kind;Represents a fundamental kind of entity that is used or consumed in economic activities.
stock-flow;???;Since there is no description of this element, it is impossible to infer a possible OntoUML stereotype.
decrement-event;phase;Represents a phase in which there is a decrement of some kind.
outflow;???;Since there is no description of this element, it is impossible to infer a possible OntoUML stereotype.
inflow;???;Since there is no description of this element, it is impossible to infer a possible OntoUML stereotype.
transfer;event;Represents an event of transferring economic resources.
take;???;Since there is no description of this element, it is impossible to infer a possible OntoUML stereotype.
duality;relator;Represents a generic dual relationship between two elements.
transfer-duality;relator;Represents the dual relationship in a transfer event.
produce;???;Since there is no description of this element, it is impossible to infer a possible OntoUML stereotype.
outside-party;role;Represents a role of a party external to an economic event.
consume;???;Since there is no description of this element, it is impossible to infer a possible OntoUML stereotype.
from;???;Since there is no description of this element, it is impossible to infer a possible OntoUML stereotype.
name;inferred_stereotype;explanation
Story;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Role;roleMixin;Anti-rigid types that define contingent properties for their instances. Their instantiation is characterized by extrinsic contingent conditions. For example, the role Student of the kind Person.
Requirements;category;Rigid types that define essential properties for their instances, e.g., the category 'physical object' describing the properties of having a mass and a spatial extension, common to things of the kinds car, person, bridge, cow, etc.
Attributes;category;Rigid types that define essential properties for their instances, e.g., the category 'physical object' describing the properties of having a mass and a spatial extension, common to things of the kinds car, person, bridge, cow, etc.
Experience Levels;quality;An instance of a class stereotyped quality is a particularized property that can be understood as a value in a conceptual space, for example, the weight or height of a person which can be measured in centimeters, or the color of an eye that can be represented in an RGB tuple.
Membership;relator;An instance of a class stereotyped relator is a truth-makers of a material relation, an entity that needs to exist for two or more related individuals to be connected through a material relation. For example, a handshake depends on two individuals of the kind element Person. Examples or relators include social objects such as Marriage, or a purchase order from an online store.
Person;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Quality attribute;quality;An instance of a class stereotyped quality is a particularized property that can be understood as a value in a conceptual space, for example, the weight or height of a person which can be measured in centimeters, or the color of an eye that can be represented in an RGB tuple.
Compiler;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Architectural styles;category;Rigid types that define essential properties for their instances, e.g., the category 'physical object' describing the properties of having a mass and a spatial extension, common to things of the kinds car, person, bridge, cow, etc.
Business Role;role;Roles are 'sortals whose contingent classification conditions are relational'. They are anti-rigid specializations of kinds, for example, the role student of the kind person.
Programming framework;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Resource;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Non-functional Requirement;subkind;Subkinds are rigid specializations of a kind. For example, we can have Man as a subkind of Person
Software development project;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
int;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Programming langauge;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Roles;type;Represents a category of elements.
Types;type;Represents a category of elements.
Employee;subkind;Subkinds are rigid specializations of a kind. For example, we can have Man as a subkind of Person
Resources;type;Represents a category of elements.
Methods;category;Rigid types that define essential properties for their instances, e.g., the category 'physical object' describing the properties of having a mass and a spatial extension, common to things of the kinds car, person, bridge, cow, etc.
Program increment;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Platforms;type;Represents a category of elements.
Epic;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Program;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Importance levels;quality;An instance of a class stereotyped quality is a particularized property that can be understood as a value in a conceptual space, for example, the weight or height of a person which can be measured in centimeters, or the color of an eye that can be represented in an RGB tuple.
Quality Levels;quality;An instance of a class stereotyped quality is a particularized property that can be understood as a value in a conceptual space, for example, the weight or height of a person which can be measured in centimeters, or the color of an eye that can be represented in an RGB tuple.
Team;collective;An instance of a class stereotyped collective is a collective entity whose parts (members of the collective) fulfill identical roles in relation to the whole, for example, a deck of cards or a forest as a collective of trees
Platform;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Proficiency Levels;quality;An instance of a class stereotyped quality is a particularized property that can be understood as a value in a conceptual space, for example, the weight or height of a person which can be measured in centimeters, or the color of an eye that can be represented in an RGB tuple.
Proficiency level;quality;An instance of a class stereotyped quality is a particularized property that can be understood as a value in a conceptual space, for example, the weight or height of a person which can be measured in centimeters, or the color of an eye that can be represented in an RGB tuple.
Programming environment;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
Sprint;kind;A fundamental sort of endurant type. For example, the types person, dog, computer, car, organization and marriage are typically considered to be kinds.
name;inferred_stereotype;explanation
Match;event;A match represents a single, complete playthrough of a digital game, typically involving multiple players or teams competing against each other. As such, it unfolds over time, accumulating temporal parts, making it suitable for the 'event' stereotype.
Adventure;process;An adventure in a digital game typically involves a series of events and actions that unfold over time, leading towards a specific objective or a broader storyline. This progression of steps aligns with the concept of a 'process'.
NonPlayerCharacter;kind;Non-player characters (NPCs) in digital games are distinct entities with their own set of properties, behaviors, and roles within the game world. They exist independently and can be considered a fundamental kind of entity within the game's ontology. Therefore, 'kind' is an appropriate stereotype.
Etc;type;Without further context, 'Etc'  is too generic to assign a specific OntoUML stereotype. It could represent various things in a digital game, and it's best to avoid making assumptions.  'type' provides a general categorization without specifying a particular ontological nature.
DigitalGame;kind;A digital game represents a distinct entity, encompassing rules, mechanics, and a virtual world. It exists as a fundamental concept within the domain and can be considered a 'kind' as it represents a category with instances that share common characteristics.
State;phaseMixin;In the context of a digital game, 'State' likely refers to the condition or status of an entity or the game itself. States are typically contingent and can change over time, influencing the properties or behavior of the entities they are associated with. 'phaseMixin' is appropriate as it represents a blend of characteristics that apply temporarily.
Equipment;kind;Equipment in digital games represents a category of objects that characters can use or wear, providing various benefits or enhancements. These objects exist independently as distinct entities within the game world and share common traits, making 'kind' a suitable stereotype.
Location;kind;Locations in digital games are distinct areas or zones within the game world where events can occur and entities can exist. They have a persistent existence and can be considered fundamental building blocks of the game environment, thus categorized as a 'kind'.
Session;event;A session refers to a period of time during which a player interacts with a digital game. It has a defined start and end point and represents a specific instance of gameplay. As it unfolds over time, 'event' accurately reflects its temporal nature.
Mission;process;A mission in a digital game typically involves a sequence of objectives or tasks that players need to complete. It implies a series of steps or actions leading towards a specific outcome, aligning with the concept of a 'process'.
Goal;situation;A goal in a digital game represents a desired state or objective that players aim to achieve. It describes a specific arrangement of affairs within the game world and may or may not hold true at a given time, making 'situation' an appropriate stereotype.
Consumable;subkind;Consumables are a specific category of items within a digital game, typically belonging to a broader category like 'Item.' 'subkind' is suitable as it represents a specialization of a more general kind, inheriting its properties while introducing specific characteristics.
Game;kind;Similar to 'DigitalGame,' 'Game' represents a fundamental category of entertainment with rules and mechanics. It serves as a blueprint for creating instances of games and can be considered a 'kind' as it defines a class of similar entities.
Character;kind;In the context of games, 'Character' refers to a fundamental entity representing a participant in the game world. It can be a player-controlled character or a non-player character (NPC). As a fundamental category of entities, 'kind' is an appropriate stereotype.
Scenario;situation;A scenario represents a specific set of circumstances or conditions within a game, often associated with a particular event, mission, or challenge. It describes a specific arrangement of affairs in the game world, making 'situation' a suitable stereotype.
Event;event;Events are occurrences or happenings within a digital game that unfold over time and potentially affect the game state or entities. They are time-bound and represent changes or actions within the game world, thus aligning with the 'event' stereotype.
Planning;process;'Planning' in a game context suggests a series of mental actions or strategies devised by players or AI to achieve specific objectives. This process involves steps, considerations, and decision-making, aligning with the concept of a 'process'.
Entity;type;In the context of digital games, 'Entity' is a very general term referring to any distinct object, character, or element within the game world. Due to its broad nature, it's best categorized as a 'type' without specifying a more specific ontological nature.
Action;event;Actions in a digital game are specific events initiated by players or non-player characters, resulting in changes to the game state or affecting other entities. They represent time-bound occurrences, making 'event' a suitable stereotype.
Player;role;In the context of games, a 'Player' represents the role an individual assumes while interacting with the game. While a person exists independently of the game, the 'Player' role is specific to their participation within the game environment, making 'role' an appropriate stereotype.
Campaign;process;A campaign in a digital game typically involves a series of interconnected missions or levels that contribute to a larger narrative or objective. It represents a structured sequence of challenges and events, aligning with the concept of a 'process'.
Encounter;event;An encounter in a game represents a specific event where players or their characters interact with challenges, enemies, or other significant elements in the game world. As a time-bound occurrence with potential consequences, it fits the 'event' stereotype.
Object;type;Similar to 'Entity,' 'Object' is a very broad term in the context of digital games. It could represent various things within the game world, and it's best to avoid making specific assumptions about its ontological nature. 'type' provides a general categorization.
name;inferred_stereotype;explanation
Regular Clergy Member;subkind;A Regular Clergy Member is a specific type of Clergy Member, indicating a rigid specialization of the kind Clergy Member.
Pope;role;The Pope is a specific role within the Catholic Church, held by a person who is also a Bishop. It represents a contingent classification based on the relational condition of being elected as the head of the Church.
Layman;subkind;A Layman is a specific type of Person, distinct from those in Clergy, indicating a rigid specialization of the kind Person.
Priest;subkind;A Priest is a specific type of Clergyman, indicating a rigid specialization of the kind Clergyman.
Clergyman;subkind;A Clergyman is a specific type of Clergy Member, indicating a rigid specialization of the kind Clergy Member. This assumes Clergy Member is a kind.
Bishop Ordination;event;Bishop Ordination represents the event of ordaining someone as a Bishop.
Religious Profession;event;Religious Profession represents the event of a person taking vows in a religious order.
Regular Clergy;collective;Regular Clergy represents a collection of Regular Clergy Members, where each member fulfills identical roles within the group.
Ordinator of Bishop;role;Ordinator of Bishop represents the role played by a person (typically a higher-ranking clergy member) who performs the act of ordaining someone as a Bishop.
Cardinal Nominator;role;Cardinal Nominator represents the role played by a person (typically the Pope) who nominates someone to become a Cardinal.
Witness of Profession;role;Witness of Profession represents the role played by a person who observes and provides testimony to the event of a Religious Profession.
Electorate of the Cadinal School;collective;Electorate of the Cadinal School represents the collection of Cardinals who have the right to vote in a Papal election.
Ordination of Priest;event;Ordination of Priest represents the event of ordaining someone as a Priest.
Cardinal;subkind;Cardinal is a specific type of Clergyman (and often a Bishop) with specific responsibilities, indicating a rigid specialization.
Nomination;event;Nomination represents the event of someone being formally proposed for a position or role, such as being nominated for Cardinal.
Election;event;Election represents the event of a group choosing someone for a position or role through a formal process of voting.
College of Cardinals;collective;College of Cardinals represents the collective body of all Cardinals in the Catholic Church.
Secular Clergy Member;subkind;A Secular Clergy Member is a specific type of Clergy Member, indicating a rigid specialization of the kind Clergy Member.
Bishop;subkind;Bishop represents a specific rank or type within the Clergy, indicating a rigid specialization, likely of Clergyman.
Ordinator of Priest;role;Ordinator of Priest represents the role played by a person (typically a Bishop) who performs the act of ordaining someone as a Priest.
Clergy;collective;Clergy represents the collective body of ordained persons (Clergy Members) within a religious institution.
Clergy Member;kind;Clergy Member seems to be a fundamental type of individual within the context, likely having a distinct identity and persistence condition within a religious structure.
Ordinator of Deacon;role;Ordinator of Deacon represents the role played by a person (typically a Bishop) who performs the act of ordaining someone as a Deacon.
Ordained Bishop;phase;Ordained Bishop represents a phase in the life of a Clergy Member, specifically after they undergo the event of Bishop Ordination, signifying a change in their intrinsic properties and status within the Church.
Deacon;subkind;Deacon represents a specific rank or type within the Clergy, indicating a rigid specialization, likely of Clergyman.
Baptism;event;Baptism represents the event of a person being baptized, which is a significant ritual in many religions.
Person;kind;Person is a fundamental type of individual, representing human beings, and likely serves as a basis for other specializations.
Ordination of Deacon;event;Ordination of Deacon represents the event of ordaining someone as a Deacon.
Secular Clergy;collective;Secular Clergy represents a collection of Secular Clergy Members, where each member fulfills identical roles within the group.
name;inferred_stereotype;explanation
LiftUp;event;An event that represents the act of lifting up.
Patient;role;A role played by an entity that is being lifted.
Electricity Consumer;roleMixin;A roleMixin representing an entity that consumes electricity.
Battery;kind;A kind of object that stores energy.
Being Lifted;situation;A situation representing the state of something being lifted.
Robot;kind;A kind of object that can perform tasks autonomously.
Balance Supporter;roleMixin;A roleMixin representing an entity that provides balance support.
Electricity Source;roleMixin;A roleMixin representing an entity that is a source of electricity.
Being Supported;situation;A situation representing the state of something being supported.
BalanceSupport;kind;A kind of object designed for balance support.
Object Lifter;roleMixin;A roleMixin representing an entity that lifts objects.
Electricity Consumption;process;A process of consuming electricity.
Robot Handle;subkind;A specialized type of Robot Handle.
name;inferred_stereotype;explanation
Hired Brokerage;role;It represents a role that a Brokerage can have in the context of a stock purchase.
Person;kind;It is a fundamental kind, representing human beings.
Contract;relator;Represents an agreement, which is a kind of relator, as it relates a Buyer and a Seller.
Public Traded Company;subkind;It is a specialization of the kind Company, which can be considered a subkind of Organization.
Buyer;role;Represents the role of someone who purchases a stock.
Brokerage;kind;Represents a type of company, therefore a kind.
Organization;kind;It is a fundamental kind, representing a group of people with a common purpose.
Seller;role;Represents the role of someone who sells a stock.
Stock Keeper;role;Represents the role of someone who keeps a stock.
Stockholder Person;subkind;It is a specialization of the kind Person, therefore a subkind.
Stock;kind;Represents a type of financial asset, therefore a kind.
StockHolder;role;Represents the role of someone who owns a stock.
StockholderOrganization;subkind;It is a specialization of the kind Organization, therefore a subkind.
Stock Exchange;kind;Represents a marketplace for trading stocks, therefore a kind.
name;inferred_stereotype;explanation
Trustor;role;Trustor represents a role that an individual, potentially of kind Person, can play in a trust relationship. It describes the contingent conditions of being a trustor, relying on another entity (the trustee).
Vulnerability;mixin;Vulnerability represents a property of an entity that can be essential to some instances but accidental to others. For example, a system's vulnerability to a specific attack method could be considered a vulnerability.
Intention Belief;subkind;Intention Belief is a specialized type of Belief, representing beliefs specifically about the intentions of an agent. This represents a rigid specialization of the Belief kind, focusing on a particular aspect of beliefs.
Agent;kind;Agent represents a fundamental type of entity capable of acting and having intentions. It could refer to a person, organization, or any entity that demonstrates agency.
Trustee;role;Trustee represents a role that an individual, potentially of kind Person or a Social System, can hold in a trust relationship. It signifies the entity in which trust is being placed.
Desire;mode;Desire represents a particularized property of an agent, reflecting their wants and aspirations. It's not quantifiable on a conceptual scale, making it distinct from a quality.
Substantial;category;Substantial represents a broad category encompassing entities that have independent existence. It defines essential properties shared by different kinds, such as having a distinct identity.
Institution-based Trust;subkind;Institution-based Trust represents a specific type of Trust, specializing in trust placed in institutions or systems. This represents a rigid specialization, highlighting trust based on established structures.
Loss Event;subkind;Loss Event represents a specialized type of Event, specifically referring to events that result in some form of loss. This is a rigid specialization, narrowing down the broader concept of an event.
Object;kind;Object is a very general term, but without further context, it's best understood as a fundamental kind. It represents any entity that can be the subject or object of an action or relation.
Performance Level;quality;Performance Level represents a measurable property that can be placed on a scale, reflecting the quality or effectiveness of something. It is quantifiable, making it a quality.
Intention;mode;Intention represents a particularized property of an agent, reflecting their plans or aims. It is not quantifiable but reflects a specific state of mind.
Hazardous Situation;subkind;Hazardous Situation represents a specialized type of Situation, specifically denoting situations involving potential danger or harm. This is a rigid specialization of the Situation kind.
Capability Belief;subkind;Capability Belief is a specialized type of Belief, focusing specifically on beliefs about the capabilities of an entity. This is a rigid specialization of the Belief kind.
Disposition;mode;Disposition represents an inherent tendency or inclination of an individual. It is a particularized property, not quantifiable but reflecting a lasting characteristic.
Capability;mode;Capability represents a potential or aptitude for an entity to perform an action or achieve a result. It's a particularized property, not directly measurable but indicative of potential.
Trust-Warranting Signal;subkind;Trust-Warranting Signal represents a specialized type of signal, specifically those signals or cues that contribute to the formation or strengthening of trust. This is a rigid specialization.
Uncertainty Signal;subkind;Uncertainty Signal is a specialized type of signal that contributes to uncertainty or doubt. This represents a rigid specialization, focusing on signals with specific impacts on trust dynamics.
Trust Degree;quality;Trust Degree represents the level or intensity of trust, measurable on a scale. It reflects a quantifiable aspect of trust, making it a quality.
Trustor Action;subkind;Trustor Action represents a specialized type of Action undertaken by an entity playing the role of a Trustor. This is a rigid specialization, focusing on actions within the context of a trust relationship.
Trustworthiness Evidence Influence;subkind;Trustworthiness Evidence Influence is a specialized type of Influence, specifically referring to the influence that evidence of trustworthiness has on beliefs or behaviors. This is a rigid specialization.
Trust Calibration Signal;subkind;Trust Calibration Signal represents a specialized type of signal that influences the adjustment or calibration of trust levels. This is a rigid specialization, focusing on signals with specific impacts on trust dynamics.
Belief;mode;Belief represents a mental state of acceptance or conviction in something. It is a particularized property, not directly measurable but reflects an individual's mental model.
Moment;category;Moment represents a broad category encompassing entities that exist dependently on other entities or within a specific timeframe.
